          DH  INJV           Xt           Mt          XMt          NDH
   -25.87866  18.7      0.00000      0.00000      0.00000      0.00000
   -24.56309  18.7      0.00000      0.00000      0.00000      0.00000
   -23.51400  18.7      0.00000      0.00000      0.00000      0.00000
   -22.31318  18.7      0.00000      0.00000      0.00000      0.00000
   -20.00841  18.7      0.00000      0.00000      0.00000      0.00000
   -16.33324  18.7      0.00000      0.00000      0.00000      0.00000
   -12.92507  18.7      0.00000      0.00000      0.00000      0.00000
    -9.40243  18.7      0.00000      0.00000      0.00000      0.00000
    -7.25101  18.7      0.00000      0.00000      0.00000      0.00000
    -5.74674  18.7      0.00000      0.00000      0.00000      0.00000
    -4.92767  18.7      0.00000      0.00000      0.00000      0.00000
    -4.29975  18.7      0.00000      0.00000      0.00000      0.00000
    -4.16616  18.7      0.00000      0.00000      0.00000      0.00000
    -3.72885  18.7      0.00000      0.00000      0.00000      0.00000
    -3.32933  18.7      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
