          DH  INJV           Xt           Mt          XMt          NDH
   -37.87584   8.0      0.00000      0.00000      0.00000      0.00000
   -37.44385   8.0      0.00000      0.00000      0.00000      0.00000
   -37.34347   8.0      0.00000      0.00000      0.00000      0.00000
   -36.96577   8.0      0.00000      0.00000      0.00000      0.00000
   -36.69900   8.0      0.00000      0.00000      0.00000      0.00000
   -36.37677   8.0      0.00000      0.00000      0.00000      0.00000
   -35.83502   8.0      0.00000      0.00000      0.00000      0.00000
   -34.96166   8.0      0.00000      0.00000      0.00000      0.00000
   -33.86790   8.0      0.00000      0.00000      0.00000      0.00000
   -32.49799   8.0      0.00000      0.00000      0.00000      0.00000
   -30.46632   8.0      0.00000      0.00000      0.00000      0.00000
   -27.60678   8.0      0.00000      0.00000      0.00000      0.00000
   -24.19611   8.0      0.00000      0.00000      0.00000      0.00000
   -19.90269   8.0      0.00000      0.00000      0.00000      0.00000
   -15.49835   8.0      0.00000      0.00000      0.00000      0.00000
   -11.75665   8.0      0.00000      0.00000      0.00000      0.00000
    -9.00803   8.0      0.00000      0.00000      0.00000      0.00000
    -6.81055   8.0      0.00000      0.00000      0.00000      0.00000
    -5.16567   8.0      0.00000      0.00000      0.00000      0.00000
    -4.18225   8.0      0.00000      0.00000      0.00000      0.00000
    -3.30977   8.0      0.00000      0.00000      0.00000      0.00000
    -2.76831   8.0      0.00000      0.00000      0.00000      0.00000
    -2.28144   8.0      0.00000      0.00000      0.00000      0.00000
    -2.01643   8.0      0.00000      0.00000      0.00000      0.00000
    -1.75025   8.0      0.00000      0.00000      0.00000      0.00000
    -1.59558   8.0      0.00000      0.00000      0.00000      0.00000
    -1.49550   8.0      0.00000      0.00000      0.00000      0.00000
    -1.23019   8.0      0.00000      0.00000      0.00000      0.00000
    -1.24016   8.0      0.00000      0.00000      0.00000      0.00000
    -1.14066   8.0      0.00000      0.00000      0.00000      0.00000
    -0.93053   8.0      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
