          DH  INJV           Xt           Mt          XMt          NDH
    -4.58074   7.5      0.00000      0.00000      0.00000      0.00000
    -4.42979   7.5      0.00000      0.00000      0.00000      0.00000
    -4.65271   7.5      0.00000      0.00000      0.00000      0.00000
    -4.05735   7.5      0.00000      0.00000      0.00000      0.00000
    -3.86607   7.5      0.00000      0.00000      0.00000      0.00000
    -3.15959   7.5      0.00000      0.00000      0.00000      0.00000
    -2.82737   7.5      0.00000      0.00000      0.00000      0.00000
    -2.71579   7.5      0.00000      0.00000      0.00000      0.00000
    -2.22252   7.5      0.00000      0.00000      0.00000      0.00000
    -2.17140   7.5      0.00000      0.00000      0.00000      0.00000
    -1.97073   7.5      0.00000      0.00000      0.00000      0.00000
    -1.43602   7.5      0.00000      0.00000      0.00000      0.00000
    -1.57942   7.5      0.00000      0.00000      0.00000      0.00000
    -1.04528   7.5      0.00000      0.00000      0.00000      0.00000
    -0.87161   7.5      0.00000      0.00000      0.00000      0.00000
    -0.76987   7.5      0.00000      0.00000      0.00000      0.00000
    -0.47886   7.5      0.00000      0.00000      0.00000      0.00000
    -0.55159   7.5      0.00000      0.00000      0.00000      0.00000
    -0.55231   7.5      0.00000      0.00000      0.00000      0.00000
    -0.55307   7.5      0.00000      0.00000      0.00000      0.00000
    -0.22104   7.5      0.00000      0.00000      0.00000      0.00000
    -0.22233   7.5      0.00000      0.00000      0.00000      0.00000
     0.02869   7.5      0.00000      0.00000      0.00000      0.00000
     0.10825   7.5      0.00000      0.00000      0.00000      0.00000
    -0.05479   7.5      0.00000      0.00000      0.00000      0.00000
    -0.05623   7.5      0.00000      0.00000      0.00000      0.00000
    -0.20912   7.5      0.00000      0.00000      0.00000      0.00000
     0.11261   7.5      0.00000      0.00000      0.00000      0.00000
     0.14151   7.5      0.00000      0.00000      0.00000      0.00000
    -0.19329   7.5      0.00000      0.00000      0.00000      0.00000
     0.06780   7.5      0.00000      0.00000      0.00000      0.00000
    -0.01446   7.5      0.00000      0.00000      0.00000      0.00000
     0.32755   7.5      0.00000      0.00000      0.00000      0.00000
     0.16444   7.5      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
