0.23100516391187492, -12.13934625722207
0.3579709953228503, -11.522232333707223
0.48489423504264456, -11.03011576474572
0.6159306152250745, -10.466826098918542
0.7471434466995408, -9.3856902499418
0.878575321157224, -7.661710863262154
1.0140534062771158, -6.062982794014941
1.1475053438022476, -4.410557448519609
1.286871441874246, -3.4013565850458196
1.4261341029819472, -2.6957207254872912
1.5652872425980402, -2.3115066347802165
1.710543163107659, -2.01695731307274
1.8516311824088378, -1.954291972656664
1.998901081458593, -1.749153457069692
2.144120494804343, -1.561744724979366
